"astro-ph/0411283","Simon DeDeo","Simon DeDeo","Particle Dark Energy","8 pages, 5 figures; minor update with added refs; version appearing
  in Phys. Rev. D","Phys.Rev. D73 (2006) 043520","10.1103/PhysRevD.73.043520",,"astro-ph hep-ph hep-th",,"  We explore the physics of a gas of particles interacting with a condensate
that spontaneously breaks Lorentz invariance. The equation of state of this gas
varies from 1/3 to less than -1 and can lead to the observed cosmic
acceleration. The particles are always stable. In our particular class of
models these particles are fermions with a chiral coupling to the condensate.
They may behave as relativistic matter at early times, produce a brief period
where they dominate the expansion with w<0 today, and behave as matter at late
time. There are no small parameters in our models, which generically lead to
dark energy clustering and, depending on the choice of parameters, smoothing of
small scale power.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 18:04:10 GMT""},{""version"":""v2"",""created"":""Thu, 23 Feb 2006 21:31:48 GMT""}]","2009-11-10"
"astro-ph/0411331","Gregory John Harris","G. J. Harris, A. E. Lynas-Gray, S. Miller and J. Tennyson","The role of HeH+ in cool helium rich white dwarfs","12 pages, 4 figures. Accepted for publication in ApJ Letters","Astrophys.J. 617 (2004) L143-L146","10.1086/427391",,"astro-ph",,"  HeH$^+$ is found to be the dominant positive ion over a wide range of
temperatures and densities relevant to helium rich white dwarfs. The inclusion
of HeH$^+$ in ionization equilibrium computations increases the abundance of
free electrons by a significant factor. For temperatures below 8000 K, He$^-$
free-free absorption is increased by up to a factor of 5, by the inclusion of
HeH$^+$. Illustrative model atmospheres and spectral energy distributions are
computed, which show that HeH$^+$ has a strong effect upon the density and
pressure structure of helium rich white dwarfs with teff < 8000 K. The
inclusion of HeH$^+$ significantly reddens spectral energy distributions and
broad band color indices for models with Teff < 5500 K. This has serious
implications for existing model atmospheres, synthetic spectra and cooling
curves for helium rich white dwarfs.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 11:18:30 GMT""}]","2009-11-10"
"astro-ph/0411332","Masato Onodera","K. Sadakane (1), N. Arimoto (2), C. Ikuta (2), W. Aoki (2), P.
  Jablonka (3), A. Tajitsu (4) ((1) Astronomical Institute, Osaka Kyoiku
  University, (2) Natinal Astronomical Observatory of Japan, (3) Observatoire
  de Paris, (4) Subaru Telescope)","Subaru/HDS Abundances in Three Giant Stars in the Ursa Minor Dwarf
  Spheroidal Galaxy","26 pages with 12 figures, accepted to PASJ",,"10.1093/pasj/56.6.1041",,"astro-ph",,"  With the HDS (High Dispersion Spectrograph) on the Subaru telescope, we
obtained high resolution optical region spectra of three red giant stars (cos
4, cos 82, and cos 347) in the Ursa Minor dwarf spheriodal galaxy. Chemical
abundances in these stars have been analysed for 26 elements including alpha-,
iron-peak, and neutron capture elements. All three stars show low abundances of
alpha-elements (Mg, Si, and Ca) and two stars (cos 82 and cos 347) show high
abundance of Mn compared to Galactic halo stars of similar metallicity. One
star (cos 4) has been confirmed to be very metal deficient ([Fe/H]=-2.7) and
found to show anomalously low abundances of Mn, Cu, and Ba. In another star cos
82 ([Fe/H]=-1.5), we have found large excess of heavy neutron-capture elements
with the general abundance pattern similar to the scaled solar system r-process
abundance curve. These observational results are rather puzzling: low
abundances of alpha-elements and high abundance of Mn seem to sugggest a
significant contribution of SNe Ia at low metallicity, while there is no hint
of s-process (i.e., AGB stars) contribution even at [Fe/H]=-1.5, suggesting a
peculiar nucleosynthetic history of the UMi dSph galaxy.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 13:29:27 GMT""}]","2015-06-24"
"astro-ph/0411333","Paolo Padovani","P. Padovani (ESO)","Science with Virtual Observatory Tools","10 pages, 2 figures, invited talk at the Astronomical Data Analysis
  Software & Systems XIV, Pasadena, USA, October 2004, P. L. Shopbell, M. C.
  Britton, and R. Ebert, in press",,,,"astro-ph",,"  The Virtual Observatory is now mature enough to produce cutting-edge science
results. The exploitation of astronomical data beyond classical identification
limits with interoperable tools for statistical identification of sources has
become a reality. I present the discovery of 68 optically faint, obscured
(i.e., type 2) active galactic nuclei (AGN) candidates in the two GOODS fields
using the Astrophysical Virtual Observatory (AVO) prototype. Thirty-one of
these sources have high estimated X-ray powers (>10^44 erg/s) and therefore
qualify as optically obscured quasars, the so-called QSO 2. The number of these
objects in the GOODS fields is now 40, an improvement of a factor > 4 when
compared to the only 9 such sources previously known. By going ~ 3 magnitudes
fainter than previously known type 2 AGN in the GOODS fields the AVO is
sampling a region of redshift -- power space much harder to reach with
classical methods. I also discuss the AVO move to our next phase, the EURO-VO,
and our short-term plans to continue doing science with the Virtual
Observatory.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 14:44:17 GMT""}]","2007-05-23"
"astro-ph/0411334","Anthony G. A. Brown","Anthony Brown (1), Hector Velazquez (2), Luis Aguilar (2) ((1)
  Sterrewacht Leiden, (2) IA-UNAM Ensenada)","From Detailed Galaxy Simulations to a Realistic End-of-Mission Gaia
  Catalogue","4 pages, 7 figures, to appear in Proceedings of the Symposium ""The
  Three-Dimensional Universe with Gaia"", 4-7 October 2004, Observatoire de
  Paris-Meudon, France (ESA SP-576)",,,,"astro-ph",,"  We address the problem of identifying remnants of satellite galaxies in the
halo of our galaxy with Gaia data. We make use of N-body simulations of dwarf
galaxies being disrupted in the halo of our galaxy combined with a Monte Carlo
model of the Milky Way galaxy. The models are converted to a simulated Gaia
catalogue containing a realistic number ($\sim10^8$--$10^9$) of stars. The
simulated catalogue can be used to study how to handle the large data set that
Gaia will provide and to study issues such as how to best retrieve information
on substructure in the Galactic halo. The techniques described are applicable
to any set of N-body simulations of (parts of) the Galaxy.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 14:56:39 GMT""}]","2007-05-23"
"astro-ph/0411335","Ignacio Negueruela","Ignacio Negueruela (University of Alicante)","Be/X-ray binaries: An observational approach","8 pages, 1 figure. Uses ASP Conference macro (included). Extended
  (mainly by expansion of the bibliography) version of short review appearing
  in Proceedings of ""Massive Stars in Interacting Binaries"" (Lac Sacacomie,
  Quebec, 16-20 Aug 2004) eds. N. St-Louis & A. Moffat, ASP Conf. Series","ASP Conf.Ser.367:477,2007",,,"astro-ph",,"  Be/X-ray binaries are the most numerous class of X-ray binaries. They
constitute an excellent tracer of star formation and can be used to study
several aspects of astrophysics, from mass loss in massive stars to binary
evolution. This short review, intended for the non-specialist, presents a
summary of their basic observational properties and outlines the physical
mechanisms giving rise to these characteristics.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 15:01:20 GMT""}]","2009-03-24"
"astro-ph/0411336","Cristina Popescu","C.C. Popescu, R.J. Tuffs, B.F. Madore, A. Gil de Paz, H.J. V\""olk, T.
  Barlow, L. Bianchi, Y-I. Byun, J. Donas, K. Forster, P.G. Friedman, T.M.
  Heckman, P.N. Jelinsky, Y.-W. Lee, R.F. Malina, C.D. Martin, B. Milliard, P.
  Morrissey, S.G. Neff, R.M. Rich, D. Schiminovich, O.H.W. Siegmund, T. Small,
  A.S. Szalay, B.Y. Welsh, T.K. Wyder","A comparative study of the spatial distribution of ultraviolet and
  far-infrared fluxes from M 101","This paper will be published as part of the Galaxy Evolution Explorer
  (GALEX) ApJ Letters Special Issue. Links to the full set of papers will be
  available at http://www.galex.caltech.edu/PUBLICATIONS/ after Nov. 22, 2004.
  For version with full resolution images go to: http://edoc.mpg.de/204700.0","Astrophys.J. 619 (2005) L75-L78","10.1086/422991",,"astro-ph",,"  The total ultraviolet (UV) flux (from 1412 to 2718 AA) of M 101 is compared
on a pixel-to-pixel basis with the total far-infrared (FIR) flux (from 60 to
170 micron), using the maps of the galaxy taken by GALEX in the near-UV and
far-UV and by ISOPHOT at 60, 100 and 170 micron. The main result of this
investigation is the discovery of a tight dependence of the FIR/UV ratio on
radius, with values monotonically decreasing from around 4 in the nuclear
region to nearly zero towards the edge of the optical disk.
  Although the tightness of this dependence is in part attributable to
resolution effects, the result is consistent with the presence of a large-scale
distribution of diffuse dust having a face-on optical depth which decreases
with radius and which dominates over the more localized variations in opacity
between the arm and interarm regions. We also find a trend for the FIR/UV ratio
to take on higher values in the regions of diffuse interarm emission than in
the spiral-arm regions, at a given radius. This is interpreted quantitatively
in terms of the escape probability of UV photons from spiral arms and their
subsequent scattering in the interarm regions, and in terms of the larger
relative contribution of optical photons to the heating of the dust in the
interarm regions.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 15:06:50 GMT""}]","2009-11-10"
"astro-ph/0411337","Elke Reiff","E. Reiff, T. Rauch, K. Werner, J.W. Kruk","FUSE spectroscopy of PG1159 Stars","4 pages, 2 figures, to appear in ""White Dwarfs"", eds. D. Koester, S.
  Moehler, ASP Conf. Series",,,"IAAT 2004","astro-ph",,"  PG1159 stars are hot hydrogen-deficient post-AGB stars with effective
temperatures within a range from 75000 K up to 200000 K. These stars are
probably the result of a late helium-shell flash that had occurred during their
first descent from the AGB. The lack of hydrogen is caused by flash-induced
envelope mixing and burning of H in deeper regions. Now the former intershell
matter is seen on the surface of the stars. Hence the stellar atmospheres show
metal abundances drastically different from the solar values. Our sample
comprises ten PG1159 stars with effective temperatures between 85000 K and
170000 K. We present first results of our spectral analysis based on FUV
spectra obtained with the Far Ultraviolet Spectroscopic Explorer (FUSE).
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 15:53:26 GMT""}]","2007-05-23"
"astro-ph/0411338","Julian Candia","Juli\'an Candia","Propagation of High Energy Galactic Cosmic Rays","PhD Thesis (in Spanish), 127 pages",,,,"astro-ph",,"  We explore several aspects related to the propagation of high energy cosmic
rays (CRs) of galactic origin (i.e. in the range $E\simeq 10^{15}- 10^{18}$
eV). In particular, we study in detail the diffusion/drift scenario, a
rigidity-dependent model that explains the origin of the knee and the second
knee of the CR spectrum, as well as the most recent observations of composition
and anisotropies. Moreover, the behavior of the diffusion tensor for charged
particles propagating in highly turbulent magnetic fields is determined
numerically. We also investigate the high energy neutrino fluxes induced by
CRs, and we show that a rigidity-dependent scenario for the CR knee reduces the
background of atmospheric neutrinos, hence encouraging the search for
astrophysical neutrino sources. After exploring this effect in the detection
channel of lepton tracks, we investigate the less studied ``shower'' channel,
which turns out to be particularly effective for isolating the prompt
atmospheric neutrino component. Finally, we consider in detail the nuclear
photodisintegration model as an alternative explanation for the knee in the CR
spectrum, in which CR nuclei emitted by a source are disintegrated during their
propagation through a surrounding optical/UV photon field. In this case, the
composition is predicted to turn lighter across the knee, in constrast to the
results obtained in rigidity-dependent scenarios.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 15:55:38 GMT""}]","2007-05-23"
"cond-mat/0411293","Andrey Zheludev","A. Zheludev, B. Grenier, E. Ressouche, L.-P. Regnault, Z. Honda K.
  Katsumata","Half-ordered state in the anisotropic Haldane-gap antiferromagnet NDMAP","4 pages, 2 figures, submitted to Phys. Rev. B",,"10.1103/PhysRevB.71.104418",,"cond-mat.str-el",,"  Neutron diffraction experiments performed on the Haldane gap material NDMAP
in high magnetic fields applied at an angle to the principal anisotropy axes
reveal two consecutive field-induced phase transitions. The low-field phase is
the gapped Haldane state, while at high fields the system exhibits
3-dimensional long-range Neel order. In a peculiar phase found at intermediate
fields only half of all the spin chains participate in the long-range ordering,
while the other half remains disordered and gapped.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 19:19:07 GMT""}]","2009-11-10"
"cond-mat/0411295","C\'esar Hidalgo","Cesar A. Hidalgo, Francisco Claro, Pablo A. Marquet","Stationary States of a Random Copying Mechanism over a Complex Networks","11 pages, 3 Figures, article class","Physica A, Vol 353, p 674, (2005)","10.1016/j.physa.2005.01.035",,"cond-mat.dis-nn",,"  An analytical approach to network dynamics is used to show that when agents
copy their state randomly the network arrives to a stationary status in which
the distribution of states is independent of the agents degree. The effects of
network topology on the process are characterized introducing a quantity called
influence and studying its behavior for scale-free and random networks. We show
that for this model degree averaged means are constant in time regardless of
the number of states involved.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 20:58:50 GMT""},{""version"":""v2"",""created"":""Thu, 11 Nov 2004 21:31:36 GMT""},{""version"":""v3"",""created"":""Tue, 23 Nov 2004 00:27:08 GMT""}]","2009-11-10"
"cond-mat/0411297","Joern Davidsen","J\""orn Davidsen and Maya Paczuski","How far away is the next earthquake?","4 pages, 3 figures","Phys. Rev. Lett. 94, 048501 (2005).","10.1103/PhysRevLett.94.048501",,"cond-mat.other physics.geo-ph",,"  Spatial distances between subsequent earthquakes in southern California
exhibit scale-free statistics, with a critical exponent $\delta \approx 0.6$,
as well as finite size scaling. The statistics are independent of the threshold
magnitude as long as the catalog is complete, but depend strongly on the
temporal ordering of events, rather than the geometry of the spatial epicenter
distribution. Nevertheless, the spatial distance and waiting time between
subsequent earthquakes are uncorrelated with each other. These observations
contradict the theory of aftershock zone scaling with main shock magnitude.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 18:19:37 GMT""}]","2009-11-10"
"cond-mat/0411306","Ji-Woo Lee","Ji-Woo Lee, Shailesh Chandrasekharan, Harold U. Baranger","Quantum Monte Carlo Study of Disordered Fermions","published version, more data added to Fig 5 and clarifications in
  text, 8 pages","Phys. Rev. B 72, 024525 (2005)","10.1103/PhysRevB.72.024525",,"cond-mat.str-el cond-mat.supr-con",,"  We study a strongly correlated fermionic model with attractive interactions
in the presence of disorder in two spatial dimensions. Our model has been
designed so that it can be solved using the recently discovered meron-cluster
approach. Although the model is unconventional it has the same symmetries of
the Hubbard model. Since the naive algorithm is inefficient, we develop a new
algorithm by combining the meron-cluster technique with the directed-loop
update. This combination allows us to compute the pair susceptibility and the
winding number susceptibility accurately. We find that the s-wave
superconductivity, present in the clean model, does not disappear until the
disorder reaches a temperature dependent critical strength. The critical
behavior as a function of disorder close to the phase transition belongs to the
Berezinsky-Kosterlitz-Thouless universality class as expected. The fermionic
degrees of freedom, although present, do not appear to play an important role
near the phase transition.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 20:40:39 GMT""},{""version"":""v2"",""created"":""Wed, 24 Nov 2004 02:34:04 GMT""},{""version"":""v3"",""created"":""Thu, 7 Sep 2006 18:00:39 GMT""}]","2007-05-23"
"cond-mat/0411310","Volker Meden","T. Enss, V. Meden, S. Andergassen, X. Barnabe-Theriault, W. Metzner,
  K. Schoenhammer","Impurity and correlation effects on transport in one-dimensional quantum
  wires","slightly extended version (e.g. new paragraph about position
  dependence of impurity), accepted for publication in Phys. Rev. B, 20 pages,
  19 figures","Phys. Rev. B 71, 155401 (2005)","10.1103/PhysRevB.71.155401",,"cond-mat.mes-hall cond-mat.str-el",,"  We study transport through a one-dimensional quantum wire of correlated
fermions connected to semi-infinite leads. The wire contains either a single
impurity or two barriers, the latter allowing for resonant tunneling. In the
leads the fermions are assumed to be non-interacting. The wire is described by
a microscopic lattice model. Using the functional renormalization group we
calculate the linear conductance for wires of mesoscopic length and for all
relevant temperature scales. For a single impurity, either strong or weak, we
find power-law behavior as a function of temperature. In addition, we can
describe the complete crossover from the weak- to the strong-impurity limit.
For two barriers, depending on the parameters of the enclosed quantum dot, we
find temperature regimes in which the conductance follows power-laws with
""universal"" exponents as well as non-universal behavior. Our approach leads to
a comprehensive picture of resonant tunneling. We compare our results with
those of alternative approaches.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 16:16:35 GMT""},{""version"":""v2"",""created"":""Mon, 17 Jan 2005 07:58:15 GMT""}]","2007-05-23"
"cond-mat/0411313","Jaebeom Yoo","Jaebeom Yoo, Shailesh Chandrasekharan, Ribhu K. Kaul, Denis Ullmo and
  Harold U. Baranger (Duke University)","Cluster Algorithms for Quantum Impurity Models and Mesoscopic Kondo
  Physics","4 pages, 3 figures","Phys. Rev. B 71, 201309(R) (2005)","10.1103/PhysRevB.71.201309",,"cond-mat.mes-hall cond-mat.str-el",,"  Nanoscale physics and dynamical mean field theory have both generated
increased interest in complex quantum impurity problems and so have focused
attention on the need for flexible quantum impurity solvers. Here we
demonstrate that the mapping of single quantum impurity problems onto
spin-chains can be exploited to yield a powerful and extremely flexible
impurity solver. We implement this cluster algorithm explicitly for the
Anderson and Kondo Hamiltonians, and illustrate its use in the ``mesoscopic
Kondo problem''. To study universal Kondo physics, a large ratio between the
effective bandwidth $D_\mathrm{eff}$ and the temperature $T$ is required; our
cluster algorithm treats the mesoscopic fluctuations exactly while being able
to approach the large $D_\mathrm{eff}/T$ limit with ease. We emphasize that the
flexibility of our method allows it to tackle a wide variety of quantum
impurity problems; thus, it may also be relevant to the dynamical mean field
theory of lattice problems.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 20:54:28 GMT""},{""version"":""v2"",""created"":""Wed, 22 Dec 2004 21:32:22 GMT""},{""version"":""v3"",""created"":""Thu, 17 Mar 2005 20:05:24 GMT""}]","2007-05-23"
"cond-mat/0411314","Vincenzo Savona","Salvatore Savasta, Omar Di Stefano, Vincenzo Savona, Wolfgang Langbein","Quantum complementarity of microcavity polaritons",,"Phys. Rev. Lett. 94, 246401 (2005)","10.1103/PhysRevLett.94.246401",,"cond-mat.other cond-mat.mes-hall",,"  We present an experiment that probes polariton quantum correlations by
exploiting quantum complementarity. Specifically, we find that polaritons in
two distinct idler-modes interfere if and only if they share the same
signal-mode so that ""which-way"" information cannot be gathered. The
experimental results prove the existence of polariton pair correlations that
store the ""which-way"" information. This interpretation is confirmed by a
theoretical analysis of the measured interference visibility in terms of
quantum Langevin equations.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 16:52:12 GMT""},{""version"":""v2"",""created"":""Tue, 22 Mar 2005 15:58:32 GMT""}]","2015-05-05"
"cond-mat/0411316","Yitzhak Shnidman","Tak Shing Lo, Maja Mihajlovic, Yitzhak Shnidman, Wentao Li and Dilip
  Gersappe","Interfacial Slip in Sheared Polymer Blends",,,"10.1103/PhysRevE.72.040801",,"cond-mat.soft cond-mat.mtrl-sci cond-mat.stat-mech",,"  We have developed a dynamic self-consistent field theory, without any
adjustable parameters, for unentangled polymer blends under shear. Our model
accounts for the interaction between polymers, and enables one to compute the
evolution of the local rheology, microstructure and the conformations of the
polymer chains under shear self-consistently. We use this model to study the
interfacial dynamics in sheared polymer blends and make a quantitative
comparison between this model and Molecular Dynamics simulations. We find good
agreement between the two methods.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 16:04:18 GMT""}]","2009-11-10"
"cond-mat/0411317","Michael Zwolak","Michael Zwolak, Massimiliano Di Ventra","Electronic signature of DNA nucleotides via transverse transport","4 pages, 5 figures","Nano Letters 5, 421 (2005)","10.1021/nl048289w",,"cond-mat.other cond-mat.mes-hall",,"  We report theoretical studies of charge transport in single-stranded DNA in
the direction perpendicular to the backbone axis. We find that, if the
electrodes which sandwich the DNA have the appropriate spatial width, each
nucleotide carries a unique signature due to the different electronic and
chemical structure of the four bases. This signature is independent of the
nearest-neighbor nucleotides. Furthermore, except for the nucleotides with
Guanine and Cytosine bases, we find that the difference in conductance of the
nucleotides is large for most orientations of the bases with respect to the
electrodes. By exploiting these differences it may be possible to sequence
single-stranded DNA by scanning its length with conducting probes.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 21:13:08 GMT""}]","2010-11-03"
"cond-mat/0411318","A. V. Balatsky","A. V. Balatsky, I. Vekhter, Jian-Xin Zhu","Impurity-induced states in conventional and unconventional
  superconductors","submitted to Rev. Mod. Phys., 58 pages, 41 figures attached
  separately, see the link http://theory.lanl.gov",,,"LA-UR-04-7638","cond-mat.supr-con cond-mat.str-el",,"  We review recent developments in our understanding of how impurities
influence the electronic states in the bulk of superconductors. Our focus is on
the quasi-localized states in the vicinity of impurity sites in conventional
and unconventional superconductors and our goal is to provide a unified
framework for their description. The non-magnetic impurity resonances in
unconventional superconductors are directly related to the Yu-Shiba-Rusinov
states around magnetic impurities in conventional s-wave systems. We review the
physics behind these states, including quantum phase transition between
screened and unscreened impurity, and emphasize recent work on d-wave
superconductors. The bound states are most spectacularly seen in scanning
tunneling spectroscopy measurements on high-$T_c$ cuprates, which we describe
in detail. We also discuss very recent progress on the states coupled to
impurity sites which have their own dynamics, and impurity resonances in the
presence of an order competing with superconductivity. Last part of the review
is devoted to influence of local deviations of the impurity concentration from
its average value on the density of states in s-wave superconductors. We review
how these fluctuations affect the density of states and show that s-wave
superconductors are, strictly speaking, gapless in the presence of an
arbitrarily small concentration of magnetic impurities.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 21:17:38 GMT""}]","2007-05-23"
"cond-mat/0411319","Adriaan A. Louis","C.I. Addison, J.P. Hansen, and A. A. Louis","From concentration profiles to polymer osmotic equations of state","Submitted to ChemPhysChem. Special issue in honour of Prof. Michele
  Parrinello",,,,"cond-mat.soft cond-mat.stat-mech",,"  We show that equilibrium monomer and centre-of-mass concentration profiles of
lattice polymers in a gravitational field, computed by Monte-Carlo simulations,
provide an accurate and efficient road to the osmotic equation-of-state of
polymer solutions, via a straightforward application of the hydrostatic
equilibrium condition. The method yields the full equation of state over a wide
range of concentrations from a single simulation, and does not suffer from
significant finite size effects. It has been applied to self-avoiding walk
polymer chains with nearest neighbour monomer attractions, from the good
solvent to the theta solvent regimes. The consistency of the method has been
carefully checked by varying the strength of the gravitational field.
","[{""version"":""v1"",""created"":""Thu, 11 Nov 2004 22:31:17 GMT""}]","2007-05-23"
"cond-mat/0411320","Philip B. Allen","Yulia Gilman, Philip B. Allen, and Mark S. Hybertsen","Density-functional study of adsorption of isocyanides on the gold (111)
  surface","10 pages with two figures included",,,,"cond-mat.other cond-mat.mtrl-sci",,"  Density functional theory within the generalized-gradient approximation is
used to study the adsorption of the isocyanides CNH and CNCH3 on the gold (111)
surface at several coverages. It is found that these molecules are highly
selective in their adsorption site preference. Adsorption is possible only at
the top site, although binding is rather weak and dipole-dipole repulsion
prevents binding at coverages of 1/3 ML and higher. At all other high symmetry
sites considered (hcp, fcc, bridge), the isonitriles are not bound. To reveal
the main mechanisms of bonding, the isonitriles are compared to CO and ammonia
using Au-X radicals as model systems. The systematic trends are understood in
terms of $\sigma$ donation from the ligand lone pair and $\pi^*$ back donation.
Finally, CNH is found to be more strongly bound to an undercoordinated gold
atom (adatom) on the surface.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 13:19:52 GMT""},{""version"":""v2"",""created"":""Thu, 13 Jul 2006 22:41:14 GMT""}]","2007-05-23"
"cond-mat/0411321","Tamara Nunner","Tamara S. Nunner and P.J. Hirschfeld","Microwave conductivity of d-wave superconductors with extended
  impurities","10 pages, 11 figures",,"10.1103/PhysRevB.72.014514",,"cond-mat.supr-con",,"  We investigate the influence of extended scatterers on the finite temperature
and finite frequency microwave conductivity of d-wave superconductors. For this
purpose we generalize a previous treatment by Durst and Lee, which is based on
a nodal approximation of the quasiparticle excitations and scattering
processes, and apply it to the analysis of experimental spectra of YBCO-123 and
BSCCO-2212. For YBCO, we find that accounting for a slight spatial extension of
the strong scattering in-plane defects improves the fit of the low temperature
microwave conductivity to experiment. With respect to BSCCO we conclude that it
is necessary to include a large concentration of weak-to-intermediate strength
extended scatterers, which we attribute to the out-of plane disorder introduced
by doping. These findings for BSCCO are consistent with similar analyses of the
normal state ARPES spectra and of STM spectra in the superconducting state,
where an enhanced forward scattering has been inferred as well.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 00:36:27 GMT""}]","2016-08-31"
"cond-mat/0411322","Valery Shchesnovich","Valery S. Shchesnovich and Solange B. Cavalcanti","Stationary states in a pair of tunnel-coupled two-dimensional
  condensates with the scattering lengths of opposite sign","revised; 33 pages, 7 figures",,,,"cond-mat.other nlin.PS",,"  We study, analytically and numerically, the stationary states in the system
of two linearly coupled nonlinear Schr{\""o}dinger equations in two spatial
dimensions, with the nonlinear interaction coefficients of opposite signs. This
system is the two-dimensional analog of the coupled-mode equations for a
condensate in the double-well trap [\textit{Physical Review A} \textbf{69},
033609 (2004)]. In contrast to the one-dimensional case, where the bifurcation
from zero leads to stable bright solitons, in two spatial dimensions this
bifurcation results in the appearance of unstable soliton solutions (the
Townes-type solitons). With the use of a parabolic potential the ground state
of the system is stabilized. It corresponds to strongly coupled condensates and
is stable with respect to collapse. This is in sharp contrast to the
one-dimensional case, where the ground state corresponds to weakly coupled
condensates and is unstable. Moreover, the total number of atoms of the stable
ground state can be much higher than the collapse threshold for a single
two-dimensional condensate with a negative s-wave scattering length.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 08:34:12 GMT""},{""version"":""v2"",""created"":""Sun, 21 Nov 2004 14:17:23 GMT""},{""version"":""v3"",""created"":""Sun, 2 Jan 2005 20:48:33 GMT""},{""version"":""v4"",""created"":""Mon, 7 Mar 2005 12:50:51 GMT""},{""version"":""v5"",""created"":""Sat, 7 May 2005 19:42:53 GMT""}]","2007-05-23"
"cond-mat/0411323","A. K. Zhuravlev","A.K. Zhuravlev, V.Yu. Irkhin, M.I. Katsnelson, A.I. Lichtenstein","Kondo resonance for orbitally degenerate systems","It will be published in Physical Review Letters","PRL 93, 236403 (2004)","10.1103/PhysRevLett.93.236403",,"cond-mat.str-el",,"  Formation of the Kondo state in general two-band Anderson model has been
investigated within the numerical renormalization group (NRG) calculations. The
Abrikosov-Suhl resonance is essentially asymmetric for the model with one
electron per impurity (quarter filling case) in contrast with the one-band
case. An external magnetic (pseudo-magnetic) field breaking spin (orbital)
degeneracy leads to asymmetric splitting and essential broadening of the
many-body resonance. Unlike the standard Anderson model, the ``spin up'' Kondo
peak is pinned against the Fermi level, but not suppressed by magnetic field.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 09:16:17 GMT""}]","2009-11-10"
"cond-mat/0411324","Krzysztof Urbanowicz","Krzysztof Urbanowicz and Janusz A. Holyst","Noise reduction for flows using nonlinear constraints","7 pages, 9 figures. See http://www.chaosandnoise.org",,,,"cond-mat.stat-mech",,"  On the basis of a local-projective with nonlinear constraints (LPNC) approach
(see K. Urbanowicz, J.A. Holyst, T. Stemler and H. Benner, Acta Phys. Pol B 35
(9), 2175, 2004) we develop a method of noise reduction in time series that
makes use of constraints appearing due to the continuous character of flows. As
opposed to local-projective methods in our method we do not need to determine
the Jacobi matrix.
  The approach has been successfully applied for separating a signal from noise
in the Lorenz model and in noisy experimental data obtained from an electronic
Chua circuit. The method was then applied for filtering noise in human voice.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 09:32:56 GMT""},{""version"":""v2"",""created"":""Wed, 11 May 2005 09:46:04 GMT""}]","2007-05-23"
"cond-mat/0411325","Manuel Nunez-Regueiro","M. Monteverde and M. Nunez-Regueiro","Pressure control of conducting channels in singlewall nanotube networks","13 pages, 4 figures",,"10.1103/PhysRevLett.94.235501",,"cond-mat.mes-hall cond-mat.mtrl-sci",,"  We measure electrical transport on networks of single wall nanotube ropes as
a function of temperature T, voltage V and pressure up to 22GPa. We observe
Luttinger liquid (LL) behavior, a conductance ~T^alpha and a dynamic
conductance ~V^alpha. With pressure conductance increases while alpha
decreases, enabling us to test the theoretical prediction for LL on the alpha
dependence of the T and V independent coefficient of the tunneling conductance,
and to obtain the high frequency cut-off of LL modes. The possible transition
to a fermi liquid at alpha -> 0 is unattainable, as nanotubes collapse to an
insulating state at high pressures.
","[{""version"":""v1"",""created"":""Fri, 12 Nov 2004 10:22:39 GMT""}]","2009-11-10"
